geo_point_2d,geo_shape,gml_id,objectid,accident,unite_pv,date,heure,jsem,code_insee,inter,adresse,pr,nomv,numvro,pr_2,nomv_2,numvro_2,vehicule1,vehicule2,vehicule3,vehicule4,vehicule5,vehicule6,usager1,usager2,usager3,usager4,usager5,usager6,usager7,usager8,ntu,nbh,nbnh,wms_time,id
"48.09158967301993,-1.6585144400560752","{""coordinates"": [-1.658514440056075, 48.09158967301993], ""type"": ""Point""}",accident.5045,5045,455185,SP/35238/415,2022-11-14,17:25,Lundi,35238,Giratoire,LANGEVIN (PAUL),N/C,Rue Paul Langevin,,,,,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,755
"48.09472858331123,-1.6902315826426457","{""coordinates"": [-1.690231582642646, 48.09472858331123], ""type"": ""Point""}",accident.5116,5116,832,Sécurité publique 0035238 00292,2013-07-09,09:10,Mardi,35238,En X,G.CLÉMENCEAU/NANTES,,Boulevard Georges Clemenceau,0,,Rue de Nantes,0.0,Bicyclette,"VU seul 1,5T < PTAC <=3,5T",,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,756
"48.09100018942462,-1.6651695824950263","{""coordinates"": [-1.665169582495026, 48.09100018942462], ""type"": ""Point""}",accident.5174,5174,3012,Sécurité publique 0035238 00378,2017-09-15,17:17,Vendredi,35238,En Y,"00, HERVE (BD GAETAN)",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,757
"48.09283121366047,-1.6401848634149732","{""coordinates"": [-1.640184863414973, 48.09283121366047], ""type"": ""Point""}",accident.5175,5175,2760,Sécurité publique 0035238 00115,2017-01-18,17:40,Mercredi,35238,Giratoire,"00, DESGREES (BD PAUL HU",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Passager,,,,,,,0,0,1,2017-01-01,758
"48.07617998205228,-1.74492003519577","{""coordinates"": [-1.74492003519577, 48.07617998205228], ""type"": ""Point""}",accident.5496,5496,1728,Sécurité publique 0035238 00061,2015-02-12,01:45,Jeudi,35281,hors intersection,"00, TEMPLE DU CERISIER",0002+0000,TEMPLE DU CERISIER,,,,,Bicyclette,VL,,,,,Conducteur,,,,,,,,0,0,1,2015-01-01,759
"48.1364999996029,-1.6651399889536842","{""coordinates"": [-1.665139988953684, 48.1364999996029], ""type"": ""Point""}",accident.5593,5593,2368,Sécurité publique 0035238 00135,2012-03-19,18:30,Lundi,35238,hors intersection,AVENUE DES MONTS D'ARRÉE,,AVENUE DES MONTS D'ARREE,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2012-01-01,760
"48.11592608320625,-1.6581042081222084","{""coordinates"": [-1.658104208122208, 48.11592608320625], ""type"": ""Point""}",accident.2552,2552,716,Sécurité publique 0035238 00561,2014-11-22,18:10,Samedi,35238,En T,METZ/PALESTINE,,Boulevard de Metz,0,,Rue de la Palestine,0.0,Bicyclette,motocyclette > 125 cm3,,,,,Conducteur,Conducteur,,,,,,,0,1,1,2014-01-01,761
"48.04530899904635,-1.601674000001771","{""coordinates"": [-1.601674000001771, 48.04530899904635], ""type"": ""Point""}",accident.3617,3617,63427454,GN/10930/2627,2019-10-28,11:15,Lundi,35352,En T,8 Rue de Châteaubriant,N/C,8 Rue de Châteaubriant,,N/C,8 Rue de Châteaubriant,,Bicyclette,Cyclomoteur <=50 cm3,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,762
"48.11460999904643,-1.6571999999999212","{""coordinates"": [-1.6572, 48.11460999904643], ""type"": ""Point""}",accident.4263,4263,63440971,SP/35238/76,2019-02-25,19:45,Lundi,35238,En X,PARIS (RUE DE),N/C,PARIS (RUE DE),,0+0,PARIS (RUE DE),,Moto ou sidecar > 125 cm3,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,763
"48.1076999990437,-1.6728000000044532","{""coordinates"": [-1.672800000004453, 48.1076999990437], ""type"": ""Point""}",accident.3490,3490,63439237,SP/35238/323,2019-08-30,20:30,Vendredi,35238,Autre,SAINT-HELIER,0+0,SAINT-HELIER,,,,,Moto ou sidecar  > 50 <= 125 cm3,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,1,2019-01-01,764
"48.10512343015215,-1.6504612690660807","{""coordinates"": [-1.650461269066081, 48.10512343015215], ""type"": ""Point""}",accident.5320,5320,835,Sécurité publique 0035238 00331,2013-08-08,22:00,Jeudi,35238,En X,A.FONTAINE/V.MAREUIL,,Rue Arthur Fontaine,0,,Boulevard Villebois-Mareuil,0.0,Bicyclette,motocyclette > 125 cm3,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2013-01-01,765
"48.09777999904285,-1.6887399999940063","{""coordinates"": [-1.688739999994006, 48.09777999904285], ""type"": ""Point""}",accident.139,139,63439485,SP/35238/385,2019-10-01,17:10,Mardi,35238,hors intersection,NANTES (DE),0+0,NANTES (DE),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,766
"48.10185999904671,-1.6762800000048967","{""coordinates"": [-1.676280000004897, 48.10185999904671], ""type"": ""Point""}",accident.175,175,66527593,SP/35238/196,2020-07-08,07:50,Mercredi,35238,hors intersection,ALMA (DE L'),0+0,ALMA (DE L'),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,767
"48.104569999047,-1.7189800000038133","{""coordinates"": [-1.718980000003813, 48.104569999047], ""type"": ""Point""}",accident.277,277,471504,SP/35238/250,2022-07-04,12:40,Lundi,35238,hors intersection,ROBINOT DE ST-CYR (QUAI),N/C,Quai Robinot de Saint-Cyr,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,768
"48.11623999904368,-1.7161900000024917","{""coordinates"": [-1.716190000002492, 48.11623999904368], ""type"": ""Point""}",accident.306,306,63432587,SP/35238/273,2019-07-17,16:30,Mercredi,35238,hors intersection,VEZIN (ROUTE DE),40+550,VEZIN (ROUTE DE),,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2019-01-01,769
"48.10685199904364,-1.7280649999938757","{""coordinates"": [-1.728064999993876, 48.10685199904364], ""type"": ""Point""}",accident.366,366,468572,SP/35238/475,2022-12-29,13:55,Jeudi,35238,hors intersection,RN24,2+383,N24,,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,1,0,2022-01-01,770
"48.105609999043715,-1.677529999999349","{""coordinates"": [-1.677529999999349, 48.105609999043715], ""type"": ""Point""}",accident.386,386,66528608,SP/35238/156,2020-06-06,14:20,Samedi,35238,hors intersection,ISLY (RUE D'),N/C,ISLY (RUE D'),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,771
"48.108289999051074,-1.6736399999940155","{""coordinates"": [-1.673639999994015, 48.108289999051074], ""type"": ""Point""}",accident.416,416,63448427,SP/35238/167,2019-05-03,16:00,Vendredi,35238,hors intersection,JANVIER (AVENUE JEAN),0+0,JANVIER (AVENUE JEAN),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,,,,,,,,0,1,0,2019-01-01,772
"48.11658999905083,-1.6965200000006226","{""coordinates"": [-1.696520000000623, 48.11658999905083], ""type"": ""Point""}",accident.427,427,63467949,SP/35238/353,2019-09-13,15:20,Vendredi,35238,hors intersection,LE GUILLOUX (HENRI),0+0,LE GUILLOUX (HENRI),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,773
"48.10839951652592,-1.6961391270157407","{""coordinates"": [-1.696139127015741, 48.10839951652592], ""type"": ""Point""}",accident.473,473,67741,SP/35238/89,2021-03-16,14:42,Mardi,35238,hors intersection,MITTERAND (MAIL FRANCOIS),N/C,Mail François Mitterand,,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2021-01-01,774
"48.10512247255311,-1.6775273487382916","{""coordinates"": [-1.677527348738292, 48.10512247255311], ""type"": ""Point""}",accident.1978,1978,2459,Sécurité publique 0035238 00512,2012-10-20,18:15,Samedi,35238,En T,ALMA/ALLIÉS,,Rue de l'Alma,2,,Cours des Alliés,2.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2012-01-01,775
"48.11021499905105,-1.676312000006927","{""coordinates"": [-1.676312000006927, 48.11021499905105], ""type"": ""Point""}",accident.369,369,67251,SP/35238/86,2021-03-12,12:00,Vendredi,35238,hors intersection,CHATEAUBRIAND (QUAI),N/C,Quai Chateaubriand,,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2021-01-01,776
"48.11423999904539,-1.6588299999955962","{""coordinates"": [-1.658829999995596, 48.11423999904539], ""type"": ""Point""}",accident.557,557,66096,SP/35238/72,2021-03-03,07:40,Mercredi,35238,hors intersection,PARIS (RUE DE),N/C,Rue de Paris,113,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2021-01-01,777
"48.114478616604075,-1.67942495919673","{""coordinates"": [-1.67942495919673, 48.114478616604075], ""type"": ""Point""}",accident.1969,1969,669,Sécurité publique 0035238 00448,2014-09-25,14:35,Jeudi,35238,En X,ANTRAIN/ST ANNE,,Place Sainte-Anne,0,,Rue d'Antrain,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2014-01-01,778
"48.123515045831425,-1.684571656365007","{""coordinates"": [-1.684571656365007, 48.123515045831425], ""type"": ""Point""}",accident.1983,1983,2947,Sécurité publique 0035238 00275,2017-06-15,10:20,Jeudi,35238,En X,"00, VERDUN (BD DE)",,,0,,,0.0,Bicyclette,,,,,,Piéton,,,,,,,,0,0,1,2017-01-01,779
"48.117162469978545,-1.6808440990058175","{""coordinates"": [-1.680844099005818, 48.117162469978545], ""type"": ""Point""}",accident.1984,1984,1061,Sécurité publique 0035238 00449,2013-10-15,07:50,Mardi,35238,En X,LEGRAVEREND/ST MALO,,Rue Legraverend,0,,Rue de Saint-Malo,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2013-01-01,780
"48.108852074469,-1.677831726149388","{""coordinates"": [-1.677831726149388, 48.108852074469], ""type"": ""Point""}",accident.2297,2297,734,Sécurité publique 0035238 00557,2014-11-18,17:50,Mardi,35238,hors intersection,"8, RUE MAL JOFFRE",,Rue Maréchal Joffre,0,,,0.0,Bicyclette,,,,,,Piéton,Conducteur,,,,,,,0,0,1,2014-01-01,781
"48.10985181664262,-1.6793351178705607","{""coordinates"": [-1.679335117870561, 48.10985181664262], ""type"": ""Point""}",accident.3973,3973,3559,Sécurité publique 0035238 00245,2018-06-13,12:10,Mercredi,35238,hors intersection,REPUBLIQUE (PLACE DE LA),,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2018-01-01,782
"48.090039999047576,-1.6909300000064857","{""coordinates"": [-1.690930000006486, 48.090039999047576], ""type"": ""Point""}",accident.4057,4057,63445143,SP/35238/316,2019-08-27,16:00,Mardi,35238,Giratoire,GRAFF (AVENUE GEORGES),0+0,GRAFF (AVENUE GEORGES),,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Piéton,Piéton,,,,,,0,0,1,2019-01-01,783
"48.098849999043004,-1.698590000004205","{""coordinates"": [-1.698590000004205, 48.098849999043004], ""type"": ""Point""}",accident.42,42,63448451,SP/35238/192,2019-05-23,19:00,Jeudi,35238,hors intersection,ROGER HENRI GUERRAND (RUE),0+0,ROGER HENRI GUERRAND (RUE),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,784
"48.10153066830356,-1.670751012855925","{""coordinates"": [-1.670751012855925, 48.10153066830356], ""type"": ""Point""}",accident.258,258,429471,SP/35238/107,2022-04-02,20:20,Samedi,35238,hors intersection,QUINELEU (DE),N/C,Rue de Quineleu,,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,785
"48.12263999904283,-1.7037799999984524","{""coordinates"": [-1.703779999998452, 48.12263999904283], ""type"": ""Point""}",accident.429,429,63443905,SP/35238/446,2019-11-07,09:00,Jeudi,35238,hors intersection,ALSACE (D'),0+0,ALSACE (D'),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,Passager,,,,,,0,0,1,2019-01-01,786
"48.1085661211247,-1.692972568427067","{""coordinates"": [-1.692972568427067, 48.1085661211247], ""type"": ""Point""}",accident.714,714,761,Sécurité publique 0035238 00448,2013-10-15,07:20,Mardi,35238,En X,VANEAU/MITTERRAND,,Mail François Mitterrand,6,,Rue Vaneau,6.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,787
"48.105269999045426,-1.6659999999945774","{""coordinates"": [-1.665999999994577, 48.105269999045426], ""type"": ""Point""}",accident.974,974,68050,SP/35238/92,2021-03-17,12:30,Mercredi,35238,hors intersection,LAENNEC (BD RENE),N/C,Bd Laënnec,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,788
"48.108566621477074,-1.6929680367347841","{""coordinates"": [-1.692968036734784, 48.108566621477074], ""type"": ""Point""}",accident.1353,1353,3481,Sécurité publique 0035238 00175,2018-04-08,18:14,Dimanche,35238,En X,VANEAU,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2018-01-01,789
"48.10512343015215,-1.6504612690660807","{""coordinates"": [-1.650461269066081, 48.10512343015215], ""type"": ""Point""}",accident.1503,1503,2147,Sécurité publique 0035238 00195,2016-05-20,08:40,Vendredi,35238,En X,V.MAREUIL/FONTAINE,,Rue Arthur Fontaine,0,,Boulevard Villebois-Mareuil,0.0,Bicyclette,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,790
"48.12839999904497,-1.6641700000034603","{""coordinates"": [-1.66417000000346, 48.12839999904497], ""type"": ""Point""}",accident.1512,1512,66506974,SP/35238/184,2020-06-25,17:50,Jeudi,35238,En T,ROCHESTER (AVENUE DE),N/C,ROCHESTER (AVENUE DE),,N/C,ROCHESTER (AVENUE DE),,"PL seul 3,5 < PTAC <=7,5t",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,791
"48.114409999049904,-1.6100100000015405","{""coordinates"": [-1.61001000000154, 48.114409999049904], ""type"": ""Point""}",accident.1530,1530,63457453,SP/35238/345,2019-09-09,19:30,Lundi,35051,Autre,PARIS (RUE DE),0+0,PARIS (RUE DE),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,792
"48.15303999904518,-1.6845800000032338","{""coordinates"": [-1.684580000003234, 48.15303999904518], ""type"": ""Point""}",accident.1536,1536,63444477,SP/35238/283,2019-07-23,09:45,Mardi,35278,En T,MILON (RUE A),0+0,MILON (RUE A),,0+0,MILON (RUE A),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,793
"48.09719999904831,-1.6579000000062594","{""coordinates"": [-1.657900000006259, 48.09719999904831], ""type"": ""Point""}",accident.1558,1558,461181,SP/35238/422,2022-11-17,11:25,Jeudi,35238,à plus de 4 branches,ROOSEVELT (BD FRANKLIN),N/C,Rue Paul Langevin,,N/C,Boulevard Franklin Roosevelt,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,794
"48.11408022046719,-1.6074095037609453","{""coordinates"": [-1.607409503760945, 48.11408022046719], ""type"": ""Point""}",accident.1624,1624,3024,Sécurité publique 0035238 00432,2017-09-23,14:05,Samedi,35051,Giratoire,"00, PARIS (RUE DE)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,795
"48.13230003196552,-1.6344599664875497","{""coordinates"": [-1.63445996648755, 48.13230003196552], ""type"": ""Point""}",accident.1638,1638,1205,Sécurité publique 0035238 00126,2015-06-12,08:15,Vendredi,35051,hors intersection,"316, FOUGERES (ROUTE DE)",,FOUGERES (ROUTE DE),,,,,VL,Bicyclette,Bicyclette,,,,Conducteur,Conducteur,Conducteur,,,,,,0,0,2,2015-01-01,796
"48.10248002466466,-1.8316499987069461","{""coordinates"": [-1.831649998706946, 48.10248002466466], ""type"": ""Point""}",accident.1784,1784,1473,Gendarmerie Nationale 0000683 02347,2014-09-13,15:00,Samedi,35240,En X,LA BROSSE,0026+0700,,0,0000+0000,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2014-01-01,797
"48.08980194108674,-1.6853167695037854","{""coordinates"": [-1.685316769503785, 48.08980194108674], ""type"": ""Point""}",accident.1794,1794,3129,Sécurité publique 0035238 00458,2017-12-03,17:30,Dimanche,35238,En X,"59, ALBERT 1ER (BD)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,798
"48.08964579053922,-1.685409867975213","{""coordinates"": [-1.685409867975213, 48.08964579053922], ""type"": ""Point""}",accident.1805,1805,2902,Sécurité publique 0035238 00259,2017-04-20,17:30,Jeudi,35238,En T,"00, ALBERT 1ER (BD)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2017-01-01,799
"48.09940912880884,-1.6207326242233522","{""coordinates"": [-1.620732624223352, 48.09940912880884], ""type"": ""Point""}",accident.1827,1827,3017,Sécurité publique 0035238 00383,2017-09-18,06:36,Lundi,35055,En T,"00, BIGNON (RUE DU)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,800
"48.11137182712224,-1.6747725572606065","{""coordinates"": [-1.674772557260606, 48.11137182712224], ""type"": ""Point""}",accident.1841,1841,1921,Sécurité publique 0035238 00285,2016-07-01,11:45,Vendredi,35238,En T,GAMBETTA/CORBIN,,Rue Gambetta,0,,Rue de Corbin,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,801
"48.13498946646219,-1.693543432100899","{""coordinates"": [-1.693543432100899, 48.13498946646219], ""type"": ""Point""}",accident.1852,1852,1515,Sécurité publique 0035238 00458,2016-09-22,18:30,Jeudi,35278,Giratoire,RP AUGE DE PIERRE,,Rond-point l'Auge de Pierre,0,,Lieu-dit l'Auge de Pierre,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,802
"48.140020015013725,-1.5824500223112201","{""coordinates"": [-1.58245002231122, 48.140020015013725], ""type"": ""Point""}",accident.1856,1856,3270,Sécurité publique 0035238 00395,2017-10-03,12:32,Mardi,35051,Giratoire,"00, EST (ROCADE)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2017-01-01,803
"48.08835677712386,-1.6721396108709758","{""coordinates"": [-1.672139610870976, 48.08835677712386], ""type"": ""Point""}",accident.1858,1858,3556,Sécurité publique 0035238 00242,2018-06-08,08:30,Vendredi,35238,En X,CHATILLON (DE),,,0,,,0.0,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,804
"48.12471182435745,-1.7030606537545212","{""coordinates"": [-1.703060653754521, 48.12471182435745], ""type"": ""Point""}",accident.1865,1865,2232,Sécurité publique 0035238 00210,2016-05-27,19:19,Vendredi,35238,En X,C.TILLON/BOIS LABBÉ,,Avenue Charles Tillon,2,,Avenue du Bois Labbé,2.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2016-01-01,805
"48.12243441922539,-1.638765204474894","{""coordinates"": [-1.638765204474894, 48.12243441922539], ""type"": ""Point""}",accident.1885,1885,2504,Sécurité publique 0035238 00335,2012-07-06,18:15,Vendredi,35238,Giratoire,FOULON/DONZELOT,,AVENUE PROFESSEUR CHARLES FOULON,0,,AVENUE PIERRE DONZELOT,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,806
"48.10397235203342,-1.6501555505674512","{""coordinates"": [-1.650155550567451, 48.10397235203342], ""type"": ""Point""}",accident.1917,1917,2050,Sécurité publique 0035238 00489,2016-11-10,07:45,Jeudi,35238,Giratoire,VILLEBOIS/MOUEZY,,Avenue Monseigneur Mouézy,0,,Boulevard Villebois-Mareuil,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,807
"48.10244364017601,-1.7527221269579922","{""coordinates"": [-1.752722126957992, 48.10244364017601], ""type"": ""Point""}",accident.1943,1943,2784,Gendarmerie Nationale 0000683 04810,2017-11-21,18:36,Mardi,35240,hors intersection,LE PLESSIS SAUCOURT,,,0,,,0.0,Tracteur routier + semi-remorque,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2017-01-01,808
"48.11603425237459,-1.691878858502493","{""coordinates"": [-1.691878858502493, 48.11603425237459], ""type"": ""Point""}",accident.2473,2473,143,Sécurité publique 0035238 00533,2015-12-07,08:45,Lundi,35238,Giratoire,CHAPELLIÈRES/LYAUTET,,Rue Jacques Defermon des Chapellières,00,,Rue Commandant Charcot,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,809
"48.12189001303979,-1.600099958352842","{""coordinates"": [-1.600099958352842, 48.12189001303979], ""type"": ""Point""}",accident.2501,2501,1178,Sécurité publique 0035238 00267,2014-05-28,17:35,Mercredi,35051,Giratoire,METAIRIES (BOULEVARD DES,,METAIRIES (BOULEVARD DES),0,,EPINE (RUE DE LA BELLE),0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,810
"48.10000144948695,-1.686744606439317","{""coordinates"": [-1.686744606439317, 48.10000144948695], ""type"": ""Point""}",accident.2556,2556,604,Sécurité publique 0035238 00512,2014-10-22,12:10,Mercredi,35238,En X,G.POMPIDOU/BUFÉRON,,Boulevard Georges Pompidou,0,0000+0000,Rue de Buféron,0.0,Bicyclette,Autobus,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,811
"48.11541872415287,-1.7138032496729714","{""coordinates"": [-1.713803249672971, 48.11541872415287], ""type"": ""Point""}",accident.2557,2557,3649,Sécurité publique 0035238 00422,2018-10-17,18:50,Mercredi,35238,hors intersection,MAILLARD DE LA GOURNERIE,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,812
"48.08559755619236,-1.6750633638526367","{""coordinates"": [-1.675063363852637, 48.08559755619236], ""type"": ""Point""}",accident.2571,2571,3441,Sécurité publique 0035238 00097,2018-02-15,18:50,Jeudi,35238,En X,BOSPHORE (DU),,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,,,,,,,,0,0,1,2018-01-01,813
"48.08972346496374,-1.6846098503957172","{""coordinates"": [-1.684609850395717, 48.08972346496374], ""type"": ""Point""}",accident.2635,2635,3710,Sécurité publique 0035238 00526,2018-12-15,19:50,Samedi,35238,En X,ALBERT 1ER (BD),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,814
"48.098048303309525,-1.7271080892722273","{""coordinates"": [-1.727108089272227, 48.098048303309525], ""type"": ""Point""}",accident.2719,2719,3472,Sécurité publique 0035238 00153,2018-03-29,08:57,Jeudi,35238,En X,"00, PREVALAYE (CHEMIN DE",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,815
"48.10353589211007,-1.6626722597986927","{""coordinates"": [-1.662672259798693, 48.10353589211007], ""type"": ""Point""}",accident.2781,2781,2,Sécurité publique 0035238 00025,2015-01-19,10:05,Lundi,35238,En X,ST HÉLIER/L.ARMAND,,Rue Saint-Hélier,0,,Square Louis Armand,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,816
"47.95561995856965,-1.7010500185160655","{""coordinates"": [-1.701050018516066, 47.95561995856965], ""type"": ""Point""}",accident.2783,2783,1411,Gendarmerie Nationale 0000702 01114,2016-07-07,16:15,Jeudi,35139,En T,LA BOULAIS,,,0,,,0.0,"PL seul PTAC > 7,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,1,0,0,2016-01-01,817
"48.08927807202619,-1.6257307461642718","{""coordinates"": [-1.625730746164272, 48.08927807202619], ""type"": ""Point""}",accident.2784,2784,3340,Sécurité publique 0035238 00192,2018-04-25,10:05,Mercredi,35055,hors intersection,MOULIN (RUE DU),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,818
"48.1279729413779,-1.6574484366331395","{""coordinates"": [-1.657448436633139, 48.1279729413779], ""type"": ""Point""}",accident.2885,2885,2550,Sécurité publique 0035238 00188,2012-04-16,18:10,Lundi,35238,En X,G.ROPARTZ/ROCHESTER,,RUE GUY ROPARTZ,0,,AVENUE DE ROCHESTER,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,819
"48.10986232212339,-1.6770518731909754","{""coordinates"": [-1.677051873190975, 48.10986232212339], ""type"": ""Point""}",accident.2963,2963,2018,Sécurité publique 0035238 00419,2016-10-13,19:00,Jeudi,35238,hors intersection,"4, QUAI E. ZOLA",,Quai Emile Zola,0,,,0.0,Bicyclette,Autobus,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,820
"48.09489521178991,-1.69014833971008","{""coordinates"": [-1.69014833971008, 48.09489521178991], ""type"": ""Point""}",accident.3118,3118,444,Sécurité publique 0035238 00050,2014-01-24,08:10,Vendredi,35238,hors intersection,RUE DE NANTES,,Rue de Nantes,0,,,0.0,VL,Bicyclette,,,,,Conducteur,,,,,,,,0,0,1,2014-01-01,821
"47.995769960326435,-1.7265299757868149","{""coordinates"": [-1.726529975786815, 47.995769960326435], ""type"": ""Point""}",accident.3124,3124,1400,Gendarmerie Nationale 0000702 03207,2012-07-03,16:15,Mardi,35139,hors intersection,,0008+0597,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2012-01-01,822
"48.10397366492562,-1.6362491462909863","{""coordinates"": [-1.636249146290986, 48.10397366492562], ""type"": ""Point""}",accident.3262,3262,2911,Sécurité publique 0035238 00218,2017-05-15,09:14,Lundi,35238,En X,"00, PAVIE (AUGUSTE)",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,823
"48.11008842021218,-1.6862010888478607","{""coordinates"": [-1.686201088847861, 48.11008842021218], ""type"": ""Point""}",accident.3306,3306,2506,Sécurité publique 0035238 00360,2012-07-25,19:45,Mercredi,35238,à plus de 4 branches,ILLE ET RANCE/MITTERRAND,,Quai Saint-Cyr,26,,Mail François Mitterrand,26.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,1,0,2012-01-01,824
"48.126004999049954,-1.665697000000823","{""coordinates"": [-1.665697000000823, 48.126004999049954], ""type"": ""Point""}",accident.3618,3618,63462241,SP/35238/96,2019-03-16,20:10,Samedi,35238,En T,PATTON (AVENUE DU GENERAL SIR GEORGES),0+0,PATTON (AVENUE DU GENERAL SIR GEORGES),,0+0,PATTON (AVENUE DU GENERAL SIR GEORGES),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,825
