geo_point_2d;geo_shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;wms_time
48.08695274064206,-1.6823325960864277;"{""coordinates"": [-1.682332596086428, 48.08695274064206], ""type"": ""Point""}";accident.3072;3072;485;Sécurité publique 0035238 00451;2014-09-26;15:05;Vendredi;35238;Giratoire;CANADA/NORVÈGE;;Avenue du Canada;0;;Rue de Norvège;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2014-01-01
48.02473868003594,-1.7483109431110686;"{""coordinates"": [-1.748310943111069, 48.02473868003594], ""type"": ""Point""}";accident.3146;3146;2706;Gendarmerie Nationale 0000678 00915;2017-03-27;09:15;Lundi;35047;hors intersection;06 AVENUE JOSEPH JAN;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2017-01-01
48.10933316969972,-1.6781702962904577;"{""coordinates"": [-1.678170296290458, 48.10933316969972], ""type"": ""Point""}";accident.3158;3158;1034;Sécurité publique 0035238 00153;2013-04-09;18:00;Mardi;35238;hors intersection;24, RUE DU PRÉ BOTTÉ;;Rue du Pré Botté;0;;;0;Autobus;;;;;;Piéton;Conducteur;;;;;;;0;0;1;2013-01-01
48.1250975963013,-1.663370833733101;"{""coordinates"": [-1.663370833733101, 48.1250975963013], ""type"": ""Point""}";accident.3167;3167;3620;Sécurité publique 0035238 00385;2018-10-03;17:38;Mercredi;35238;hors intersection;MOUNIER (BD EMMANUEL);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2018-01-01
48.127033197206316,-1.6651132188407014;"{""coordinates"": [-1.665113218840701, 48.127033197206316], ""type"": ""Point""}";accident.3189;3189;664;Sécurité publique 0035238 00496;2014-10-16;07:55;Jeudi;35238;hors intersection;175, AVENUE PATTON;;Avenue Général George S. Patton;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2014-01-01
48.18122921792698,-1.638105087181013;"{""coordinates"": [-1.638105087181013, 48.18122921792698], ""type"": ""Point""}";accident.3373;3373;2701;Gendarmerie Nationale 0015627 05556;2017-12-26;17:00;Mardi;35024;hors intersection;12 AVENUE D'ARMORIQUE;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2017-01-01
48.117179831119685,-1.6804529891769249;"{""coordinates"": [-1.680452989176925, 48.117179831119685], ""type"": ""Point""}";accident.3133;3133;2250;Sécurité publique 0035238 00190;2016-05-17;17:15;Mardi;35238;hors intersection;9, RUE DE L'HÔTEL DIEU;;Rue de l'Hôtel Dieu;0;;;0;motocyclette > 125 cm3;;;;;;Piéton;Conducteur;;;;;;;0;0;2;2016-01-01
48.090981777501135,-1.6802434257765608;"{""coordinates"": [-1.680243425776561, 48.090981777501135], ""type"": ""Point""}";accident.3394;3394;338;Sécurité publique 0035238 00229;2015-06-05;09:00;Vendredi;35238;En Y;YSER/NICOLET;;Boulevard de l'Yser;0;;Rue Général Nicolet;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;Piéton;;;;;;0;2;0;2015-01-01
48.09453999904291,-1.710069999996351;"{""coordinates"": [-1.710069999996351, 48.09453999904291], ""type"": ""Point""}";accident.3416;3416;108059;SP/35238/420;2021-11-07;22:50;Dimanche;35281;hors intersection;ROCADE 11-12;12+630;NROCADE 11-12;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.12766597462246,-1.6532090804619688;"{""coordinates"": [-1.653209080461969, 48.12766597462246], ""type"": ""Point""}";accident.3440;3440;1055;Sécurité publique 0035238 00167;2013-04-18;17:45;Jeudi;35238;hors intersection;AVENUE ROCHESTER;;Avenue de Rochester;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2013-01-01
48.05347040848066,-1.7264818238571702;"{""coordinates"": [-1.72648182385717, 48.05347040848066], ""type"": ""Point""}";accident.3455;3455;2709;Gendarmerie Nationale 0000678 05526;2017-12-01;04:40;Vendredi;35066;hors intersection;LE BOIS NOIR;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;1;0;0;2017-01-01
48.11905323469962,-1.6499523892955499;"{""coordinates"": [-1.64995238929555, 48.11905323469962], ""type"": ""Point""}";accident.3456;3456;709;Sécurité publique 0035238 00014;2014-01-08;15:45;Mercredi;35238;à plus de 4 branches;C.PÉGUY/VITRÉ;;Avenue Professeur Charles Foulon;66;;Boulevard de Vitré;66;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;2014-01-01
48.10578122335645,-1.682594814251868;"{""coordinates"": [-1.682594814251868, 48.10578122335645], ""type"": ""Point""}";accident.3493;3493;1067;Sécurité publique 0035238 00070;2013-02-14;08:25;Jeudi;35238;hors intersection;28, RUE DU PUITS MAUGER;;Rue du Puits Mauger;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2013-01-01
48.08672272679976,-1.6777830587858698;"{""coordinates"": [-1.67778305878587, 48.08672272679976], ""type"": ""Point""}";accident.3580;3580;1039;Sécurité publique 0035238 00476;2013-10-28;18:15;Lundi;35238;hors intersection;5, RUE DE SUÈDE;;Rue de Suède;0;;;0;VL;;;;;;Piéton;;;;;;;;0;0;1;2013-01-01
48.086980010628885,-1.7073999412730763;"{""coordinates"": [-1.707399941273076, 48.086980010628885], ""type"": ""Point""}";accident.3755;3755;1807;Sécurité publique 0035238 00201;2015-08-06;17:15;Jeudi;35281;Giratoire;00, DODIN (AVENUE ROGER);0024+0000;DODIN (AVENUE ROGER);0;0005+0190;;0;VL;;;;;;Piéton;;;;;;;;0;0;1;2015-01-01
48.10854318304068,-1.684254545703707;"{""coordinates"": [-1.684254545703707, 48.10854318304068], ""type"": ""Point""}";accident.3781;3781;335;Sécurité publique 0035238 00226;2015-06-03;11:35;Mercredi;35238;à plus de 4 branches;"LIBERTÉ/LA T;AUVERGNE";;Boulevard de la Liberté;0;;Boulevard de La Tour d'Auvergne;0;PL seul PTAC > 7,5T;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2015-01-01
48.08659999904259,-1.6733000000046583;"{""coordinates"": [-1.673300000004658, 48.08659999904259], ""type"": ""Point""}";accident.3798;3798;63451978;SP/35238/515;2019-12-20;17:25;Vendredi;35238;hors intersection;ESPAGNE (D');0+0;ESPAGNE (D');;;;;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2019-01-01
48.02912996872002,-1.758760032592059;"{""coordinates"": [-1.758760032592059, 48.02912996872002], ""type"": ""Point""}";accident.3860;3860;1129;Gendarmerie Nationale 0000678 03861;2012-06-06;13:45;Mercredi;35047;place;PLACE DU VERT BUISSON;0000+0000;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2012-01-01
48.098373398668656,-1.6790930197731757;"{""coordinates"": [-1.679093019773176, 48.098373398668656], ""type"": ""Point""}";accident.3863;3863;354;Sécurité publique 0035238 00007;2015-01-08;08:35;Jeudi;35238;hors intersection;57, RUE GAL MARGUERITTE;;Rue Général Margueritte;;;;;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;2015-01-01
48.122807266776526,-1.6581515399449993;"{""coordinates"": [-1.658151539944999, 48.122807266776526], ""type"": ""Point""}";accident.3297;3297;488;Sécurité publique 0035238 00095;2014-02-14;08:15;Vendredi;35238;hors intersection;BD P.PAINLEVÉ;;Boulevard Paul Painlevé;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2014-01-01
48.107393239969824,-1.6791136973292633;"{""coordinates"": [-1.679113697329263, 48.107393239969824], ""type"": ""Point""}";accident.3992;3992;659;Sécurité publique 0035238 00037;2014-01-18;16:45;Samedi;35238;En X;LIBERTÉ/VIEUX COURS;;Boulevard de la Liberté;0;;Rue du Vieux cours;0;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;2014-01-01
48.11392695885515,-1.6980588227572393;"{""coordinates"": [-1.698058822757239, 48.11392695885515], ""type"": ""Point""}";accident.4048;4048;2891;Sécurité publique 0035238 00183;2017-04-19;14:00;Mercredi;35238;hors intersection;200, BREST (DE);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.08699460362947,-1.7079379087385953;"{""coordinates"": [-1.707937908738595, 48.08699460362947], ""type"": ""Point""}";accident.4046;4046;3814;Sécurité publique 0035238 00258;2018-06-28;20:25;Jeudi;35281;hors intersection;BENOIT (RUE FREDERIC);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2018-01-01
48.08905999904556,-1.6772700000017806;"{""coordinates"": [-1.677270000001781, 48.08905999904556], ""type"": ""Point""}";accident.4087;4087;66544157;SP/35238/383;2020-11-22;17:00;Dimanche;35238;En T;NOEL (YVES);0+0;NOEL (YVES);;0+0;NOEL (YVES);;Véhicule de tourisme (VT);;;;;;Piéton;;;;;;;;0;1;0;2020-01-01
48.101759999049214,-1.6599300000040391;"{""coordinates"": [-1.659930000004039, 48.101759999049214], ""type"": ""Point""}";accident.4088;4088;63459450;SP/35238/346;2019-09-10;16:10;Mardi;35238;En Y;CHATEAUGIRON (DE);N/C;CHATEAUGIRON (DE);;0+0;CHATEAUGIRON (DE);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2019-01-01
48.084587506446624,-1.676842025743549;"{""coordinates"": [-1.676842025743549, 48.084587506446624], ""type"": ""Point""}";accident.4143;4143;3161;Sécurité publique 0035238 00001;2017-12-28;19:08;Jeudi;35238;hors intersection;BOSPHORE (DU);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.10741001444124,-1.676130029630052;"{""coordinates"": [-1.676130029630052, 48.10741001444124], ""type"": ""Point""}";accident.4207;4207;3263;Sécurité publique 0035238 00296;2017-06-28;10:10;Mercredi;35238;hors intersection;13, LIBERTE (BD DE LA);;;0;;;0;VL;;;;;;Conducteur;Piéton;Piéton;Piéton;;;;;0;0;3;2017-01-01
48.10221805616401,-1.7120185180289018;"{""coordinates"": [-1.712018518028902, 48.10221805616401], ""type"": ""Point""}";accident.4306;4306;341;Sécurité publique 0035238 00052;2015-02-06;18:00;Vendredi;35238;hors intersection;150, RUE E.POTTIER;;Rue Eugène Pottier;;;;;VL;;;;;;Piéton;Conducteur;;;;;;;0;1;0;2015-01-01
48.100877851799666,-1.7069947252392446;"{""coordinates"": [-1.706994725239245, 48.100877851799666], ""type"": ""Point""}";accident.4318;4318;649;Sécurité publique 0035238 00216;2014-04-25;16:45;Vendredi;35238;hors intersection;25, RUE F.DE LESSEPS;;Rue Ferdinand de Lesseps;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2014-01-01
48.104717803605546,-1.7167033244099086;"{""coordinates"": [-1.716703324409909, 48.104717803605546], ""type"": ""Point""}";accident.4329;4329;225;Sécurité publique 0035238 00393;2015-09-24;06:20;Jeudi;35238;à plus de 4 branches;PORTE DE CLEUNAY;;Rocade Ouest;0;;Porte de Cleunay;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2015-01-01
48.10202620017969,-1.6949165222989762;"{""coordinates"": [-1.694916522298976, 48.10202620017969], ""type"": ""Point""}";accident.4405;4405;3140;Sécurité publique 0035238 00526;2017-12-07;17:06;Jeudi;35238;hors intersection;49, RUE DE LA HUGUENOTER;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.086609719881764,-1.671169773231889;"{""coordinates"": [-1.671169773231889, 48.086609719881764], ""type"": ""Point""}";accident.4406;4406;1025;Sécurité publique 0035238 00044;2013-01-31;16:00;Jeudi;35238;hors intersection;RUE D'ESPAGNE;;Rue d'Espagne;0;;;0;VL;;;;;;Piéton;Conducteur;;;;;;;0;0;1;2013-01-01
48.13483301231198,-1.6934073748727454;"{""coordinates"": [-1.693407374872745, 48.13483301231198], ""type"": ""Point""}";accident.4419;4419;2814;Sécurité publique 0035238 00085;2017-02-08;20:00;Mercredi;35278;Giratoire;0, ROBIQUETTE (ROND POIN;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.14360998430535,-1.6896700228512223;"{""coordinates"": [-1.689670022851222, 48.14360998430535], ""type"": ""Point""}";accident.4428;4428;1613;Sécurité publique 0035238 00531;2016-11-29;15:20;Mardi;35278;Giratoire;00, BOUTIERE (BOULEVARD;;BOUTIERE (BOULEVARD DE LA);0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2016-01-01
48.10922788379007,-1.6899876667476639;"{""coordinates"": [-1.689987666747664, 48.10922788379007], ""type"": ""Point""}";accident.4452;4452;2892;Sécurité publique 0035238 00185;2017-04-19;18:00;Mercredi;35238;hors intersection;00, MITTERAND (MAIL FRAN;;;0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2017-01-01
48.121449530153626,-1.7126684404343766;"{""coordinates"": [-1.712668440434377, 48.121449530153626], ""type"": ""Point""}";accident.4483;4483;2004;Sécurité publique 0035238 00492;2016-10-06;17:30;Jeudi;35238;hors intersection;DALLE KENNEDY;;Cours Président John Fitzgerald Kennedy;0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;Piéton;;;;;;;0;2;0;2016-01-01
48.08503599904634,-1.6957969999959157;"{""coordinates"": [-1.695796999995916, 48.08503599904634], ""type"": ""Point""}";accident.4502;4502;102979;SP/35238/369;2021-10-11;19:40;Lundi;35238;Giratoire;CLOTEAUX (SQUARE DES);11+300;D837;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.121787953636,-1.6627262779008138;"{""coordinates"": [-1.662726277900814, 48.121787953636], ""type"": ""Point""}";accident.4550;4550;2609;Sécurité publique 0035238 00637;2012-12-18;09:50;Mardi;35238;à plus de 4 branches;FOUGÈRES/VOLNEY;;RUE DE FOUGERES;0;;BOULEVARD VOLNEY;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2012-01-01
48.13708299904641,-1.690005999999306;"{""coordinates"": [-1.690005999999306, 48.13708299904641], ""type"": ""Point""}";accident.4654;4654;63477687;SP/35238/63;2019-02-09;18:40;Samedi;35278;Giratoire;CHESNAIS BEAUREGARD (RUE DU);0+0;CHESNAIS BEAUREGARD (RUE DU);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2019-01-01
48.04578002080981,-1.5712799858067226;"{""coordinates"": [-1.571279985806723, 48.04578002080981], ""type"": ""Point""}";accident.4682;4682;1443;Gendarmerie Nationale 0014901 02920;2015-10-11;16:15;Dimanche;35204;hors intersection;;0027+0500;;;;;;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Passager;Piéton;;;;;;0;1;0;2015-01-01
48.13731558905499,-1.6895413702440227;"{""coordinates"": [-1.689541370244023, 48.13731558905499], ""type"": ""Point""}";accident.4691;4691;1502;Sécurité publique 0035238 00292;2016-07-07;15:30;Jeudi;35278;Giratoire;RP DE LA CERISAIE;;Rond-point;2;;Rue de la Cerisaie;2;VU seul 1,5T < PTAC <=3,5T;;;;;;Piéton;;;;;;;;0;0;1;2016-01-01
48.12540999904923,-1.651570000004273;"{""coordinates"": [-1.651570000004273, 48.12540999904923], ""type"": ""Point""}";accident.4724;4724;60864;SP/35238/22;2021-01-19;15:30;Mardi;35238;Autre;VITRE (BLD DE);N/C;VITRE (BLD DE);151;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.09207999904862,-1.6761500000049538;"{""coordinates"": [-1.676150000004954, 48.09207999904862], ""type"": ""Point""}";accident.4733;4733;61737;SP/35238/33;2021-01-26;09:15;Mardi;35238;En X;YSER (BD DE L');N/C;NOEL (YVES);;N/C;YSER (BD DE L');;Véhicule de tourisme (VT);Autre engin de déplacement personnel (EDP) sans moteur;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.11174999904704,-1.6892000000041762;"{""coordinates"": [-1.689200000004176, 48.11174999904704], ""type"": ""Point""}";accident.4795;4795;85073;SP/35238/224;2021-07-02;10:00;Vendredi;35238;En T;BREST (DE);N/C;MAYEUC (YVES);;N/C;BREST (DE);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;Passager;;;;;;0;1;0;2021-01-01
48.13037101814351,-1.6846999080117053;"{""coordinates"": [-1.684699908011705, 48.13037101814351], ""type"": ""Point""}";accident.4815;4815;89155;SP/35238/263;2021-07-24;19:00;Samedi;35238;Autre;DONELIERE (RUE DE LA);0+0;ParcDONELIERE (RUE DE LA);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.08372999904722,-1.6699990000005542;"{""coordinates"": [-1.669999000000554, 48.08372999904722], ""type"": ""Point""}";accident.4845;4845;100563;SP/35238/349;2021-09-29;12:15;Mercredi;35238;hors intersection;PORTUGAL (BD DU);0+0;PORTUGAL (BD DU);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.07261299904347,-1.8487930000056507;"{""coordinates"": [-1.848793000005651, 48.07261299904347], ""type"": ""Point""}";accident.4855;4855;100918;GN/683/1867;2021-10-02;09:00;Samedi;35196;En T;Rue du Frère Emilien;7+430;;;N/C;D287;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;2021-01-01
48.110199999048604,-1.6656599999958557;"{""coordinates"": [-1.665659999995856, 48.110199999048604], ""type"": ""Point""}";accident.4856;4856;101191;SP/35238/353;2021-10-02;12:20;Samedi;35238;En X;BRIAND (AVENUE ARISTIDE);0+0;CHATEAUDUN (DE);;N/C;BRIAND (AVENUE ARISTIDE);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.128869999048426,-1.7033500000044606;"{""coordinates"": [-1.703350000004461, 48.128869999048426], ""type"": ""Point""}";accident.4860;4860;104429;SP/35238/381;2021-10-18;08:00;Lundi;35238;En X;BOIS LABBE (AVENUE DU);N/C;;;0+0;BOIS LABBE (AVENUE DU);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2021-01-01
48.13364899904665,-1.685373999997719;"{""coordinates"": [-1.685373999997719, 48.13364899904665], ""type"": ""Point""}";accident.4902;4902;111847;SP/35238/454;2021-12-01;11:40;Mercredi;35238;Giratoire;GROS MALHON (AVENUE);N/C;Avenue Gros Malhon;123;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Piéton;Passager;;;;0;0;1;2021-01-01
48.10761983999395,-1.715334355831045;"{""coordinates"": [-1.715334355831045, 48.10761983999395], ""type"": ""Point""}";accident.4968;4968;432632;SP/35238/451;2022-12-05;17:35;Lundi;35238;En X;123 Rue de Lorient;N/C;Rue Brindejonc des Moulinais;;N/C;LORIENT (DE);;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;1;0;2022-01-01
48.085869999050274,-1.6145700000028522;"{""coordinates"": [-1.614570000002852, 48.085869999050274], ""type"": ""Point""}";accident.4977;4977;432633;SP/35238/452;2022-12-05;19:25;Lundi;35055;Giratoire;BONNIN ANDRE (AVENUE);7+895;Avenue André Bonnin;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2022-01-01
48.13673326574615,-1.666941940789889;"{""coordinates"": [-1.666941940789889, 48.13673326574615], ""type"": ""Point""}";accident.5048;5048;455472;SP/35238/418;2022-11-15;15:04;Mardi;35238;Giratoire;BELLANGERAIS (DE LA);N/C;Rue Emile Bernard;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2022-01-01
48.13707002530219,-1.6900000604933176;"{""coordinates"": [-1.690000060493318, 48.13707002530219], ""type"": ""Point""}";accident.5084;5084;1563;Sécurité publique 0035238 00556;2012-11-13;18:00;Mardi;35278;hors intersection;CHESNAIS BEAUREGARD (RUE;;CHESNAIS BEAUREGARD (RUE DU);0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2012-01-01
48.107401972213275,-1.6804023144393174;"{""coordinates"": [-1.680402314439317, 48.107401972213275], ""type"": ""Point""}";accident.5110;5110;497;Sécurité publique 0035238 00096;2014-02-14;23:20;Vendredi;35238;En X;TRONJOLLY/LIBERTÉ;;Rue Tronjolly;0;;Boulevard de la Liberté;0;VL;;;;;;Piéton;;;;;;;;0;0;1;2014-01-01
48.09292667871591,-1.668397914108543;"{""coordinates"": [-1.668397914108543, 48.09292667871591], ""type"": ""Point""}";accident.5182;5182;2642;Sécurité publique 0035238 00625;2012-12-13;18:05;Jeudi;35238;En T;A.ROUAULT/J.LONGRAIS;;RUE ANDRE ROUAULT;0;;RUE JOUON DES LONGRAIS;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2012-01-01
48.099756766413165,-1.683166630354528;"{""coordinates"": [-1.683166630354528, 48.099756766413165], ""type"": ""Point""}";accident.5210;5210;2869;Sécurité publique 0035238 00119;2017-03-15;01:06;Mercredi;35238;En X;29, BLAISE (ANGE);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.08410200942698,-1.6803606576279841;"{""coordinates"": [-1.680360657627984, 48.08410200942698], ""type"": ""Point""}";accident.5223;5223;2952;Sécurité publique 0035238 00283;2017-06-20;20:08;Mardi;35238;hors intersection;00, LORIETTES (RUE DES);;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.11762239273453,-1.684510424369585;"{""coordinates"": [-1.684510424369585, 48.11762239273453], ""type"": ""Point""}";accident.5232;5232;2244;Sécurité publique 0035238 00176;2016-05-04;08:00;Mercredi;35238;En T;LEGRAVEREND/GUESDE;;Rue Legraverend;0;;Rue Jules Guesde;0;Autobus;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2016-01-01
48.12537747439983,-1.6528841873663687;"{""coordinates"": [-1.652884187366369, 48.12537747439983], ""type"": ""Point""}";accident.5417;5417;3408;Sécurité publique 0035238 00055;2018-01-18;20:00;Jeudi;35238;En X;00, POINCARE (BD RAYMOND;;;0;;;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2018-01-01
48.12807879116184,-1.6589019045985742;"{""coordinates"": [-1.658901904598574, 48.12807879116184], ""type"": ""Point""}";accident.5423;5423;223;Sécurité publique 0035238 00554;2015-12-17;16:25;Jeudi;35238;En T;ROCHESTER/P.PLACES;;Avenue de Rochester;00;;Rue Poullart des Places;00;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2015-01-01
48.08770741978183,-1.6446990780826978;"{""coordinates"": [-1.644699078082698, 48.08770741978183], ""type"": ""Point""}";accident.5425;5425;475;Sécurité publique 0035238 00306;2014-06-16;18:25;Lundi;35238;Giratoire;VERN/HAUTES OURMES;;Rue de Vern;0;;Boulevard des Hautes Ourmes;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2014-01-01
48.12726603600082,-1.6624131288854334;"{""coordinates"": [-1.662413128885433, 48.12726603600082], ""type"": ""Point""}";accident.5476;5476;529;Sécurité publique 0035238 00307;2014-06-17;10:55;Mardi;35238;hors intersection;10, ALLÉE DE MAUREPAS;;Allée de Maurepas;0;;;0;VL;;;;;;Piéton;;;;;;;;0;0;1;2014-01-01
48.09120096228257,-1.682096392967712;"{""coordinates"": [-1.682096392967712, 48.09120096228257], ""type"": ""Point""}";accident.5562;5562;2604;Sécurité publique 0035238 00332;2012-07-05;17:10;Jeudi;35238;hors intersection;RUE L ET R.MOINE;;RUE LOUIS ET RENE MOINE;0;;;0;Autobus;;;;;;Conducteur;Piéton;;;;;;;1;0;0;2012-01-01
48.12247768610542,-1.6796141374635356;"{""coordinates"": [-1.679614137463536, 48.12247768610542], ""type"": ""Point""}";accident.5631;5631;670;Sécurité publique 0035238 00446;2014-09-20;10:00;Samedi;35238;hors intersection;30, CANAL ST MARTIN;;Canal Saint-Martin;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2014-01-01
48.11495814200348,-1.608899347426299;"{""coordinates"": [-1.608899347426299, 48.11495814200348], ""type"": ""Point""}";accident.5653;5653;3009;Sécurité publique 0035238 00374;2017-09-09;15:00;Samedi;35051;hors intersection;48, VILAINE (COURS DE LA;;;0;;;0;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2017-01-01
48.072039976144104,-1.8517700026323574;"{""coordinates"": [-1.851770002632357, 48.072039976144104], ""type"": ""Point""}";accident.5704;5704;1433;Gendarmerie Nationale 0000683 02006;2015-08-22;12:45;Samedi;35196;place;2 PLACE DES MULETIERS;;;;;;;VL;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2015-01-01
48.093449693465445,-1.6742504200399635;"{""coordinates"": [-1.674250420039963, 48.093449693465445], ""type"": ""Point""}";accident.5706;5706;216;Sécurité publique 0035238 00409;2015-10-09;14:50;Vendredi;35238;hors intersection;1, AV H.FRÉVILLE;;Avenue Henri Fréville;;;;;VL;;;;;;Piéton;Conducteur;;;;;;;0;1;0;2015-01-01
48.10850257552388,-1.6108117090162481;"{""coordinates"": [-1.610811709016248, 48.10850257552388], ""type"": ""Point""}";accident.5765;5765;3108;Sécurité publique 0035238 00488;2017-11-24;16:55;Vendredi;35051;hors intersection;48, BRAY (RUE DE);;;0;;;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2017-01-01
48.127889999051284,-1.6832199999966686;"{""coordinates"": [-1.683219999996669, 48.127889999051284], ""type"": ""Point""}";accident.5787;5787;470504;SP/35238/191;2022-06-04;00:20;Samedi;35238;En X;ARMORIQUE (BD D');N/C;Avenue Gros Malhon;;N/C;Boulevard d'Armorique;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;2022-01-01
48.093449401945996,-1.6324655849261387;"{""coordinates"": [-1.632465584926139, 48.093449401945996], ""type"": ""Point""}";accident.4657;4657;3036;Sécurité publique 0035238 00399;2017-10-06;12:20;Vendredi;35238;hors intersection;267, CHATEAUGIRON (DE);;;0;;;0;cyclomoteur;;;;;;Conducteur;Piéton;Piéton;;;;;;0;0;2;2017-01-01
48.169705999049064,-1.8805499999983624;"{""coordinates"": [-1.880549999998362, 48.169705999049064], ""type"": ""Point""}";accident.1055;1055;95943;GN/10048/2484;2021-07-14;08:25;Mercredi;35275;hors intersection;N12;76+922;N12;;;;;Cyclomoteur <=50 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2021-01-01
48.10989999904794,-1.6835600000043685;"{""coordinates"": [-1.683560000004368, 48.10989999904794], ""type"": ""Point""}";accident.378;378;63466511;SP/35238/242;2019-07-02;19:30;Mardi;35238;hors intersection;LAMENNAIS (QUAI);0+0;LAMENNAIS (QUAI);;;;;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Piéton;;;;;;0;0;1;2019-01-01
48.10689999904677,-1.6811500000012918;"{""coordinates"": [-1.681150000001292, 48.10689999904677], ""type"": ""Point""}";accident.384;384;66547548;SP/35238/286;2020-09-16;14:40;Mercredi;35238;hors intersection;LIBERTE (BD DE LA);0+0;LIBERTE (BD DE LA);;;;;Bicyclette;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2020-01-01
