geo_point_2d;geo_shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;wms_time
48.09148320026103,-1.6586655129435706;"{""coordinates"": [-1.658665512943571, 48.09148320026103], ""type"": ""Point""}";accident.2698;2698;2017;Sécurité publique 0035238 00417;2016-10-12;18:47;Mercredi;35238;Giratoire;LANGEVIN/LEROUX;;Rue Paul Langevin;0;;Boulevard Oscar Leroux;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.08559912816085,-1.675061934182305;"{""coordinates"": [-1.675061934182305, 48.08559912816085], ""type"": ""Point""}";accident.2721;2721;2202;Sécurité publique 0035238 00094;2016-03-06;18:20;Dimanche;35238;En X;FRÉVILLE/BOSPHORE;;Avenue Henri Fréville;0;;Square d'Oslo;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2016-01-01
48.13090045460403,-1.6211611730890754;"{""coordinates"": [-1.621161173089075, 48.13090045460403], ""type"": ""Point""}";accident.2725;2725;3865;Sécurité publique 0035238 00483;2018-11-26;10:35;Lundi;35051;En T;ALLIES (BOULEVARD DES);;;0;;;0;VL;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;2;2018-01-01
48.094081972557284,-1.6343443580056407;"{""coordinates"": [-1.634344358005641, 48.094081972557284], ""type"": ""Point""}";accident.2726;2726;714;Sécurité publique 0035238 00437;2014-09-14;11:50;Dimanche;35238;En X;CHÂTEAUGIRON/BOTMEL;;Rue de Châteaugiron;0;;Rue Louis Kérautret-Botmel;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;2014-01-01
48.12334678394669,-1.6016825639388703;"{""coordinates"": [-1.60168256393887, 48.12334678394669], ""type"": ""Point""}";accident.2729;2729;1161;Sécurité publique 0035238 00428;2016-10-17;20:08;Lundi;35051;Giratoire;BELLEVUE / CHALOTAIS;;Rue de la Chalotais;0;;Rue de Bellevue;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.10993210863088,-1.6554730500632062;"{""coordinates"": [-1.655473050063206, 48.10993210863088], ""type"": ""Point""}";accident.2704;2704;543;Sécurité publique 0035238 00439;2014-09-15;17:50;Lundi;35238;En X;V.MAREUIL/A.GUÉRIN;;Boulevard Villebois-Mareuil;0;;Rue Alphonse Guérin;0;Bicyclette;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.15278845658976,-1.6799748688571874;"{""coordinates"": [-1.679974868857187, 48.15278845658976], ""type"": ""Point""}";accident.2736;2736;3797;Sécurité publique 0035238 00527;2018-12-17;08:50;Lundi;35278;hors intersection;FILAUX (RUE ABBE);;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2018-01-01
48.1226157471858,-1.6841822171469412;"{""coordinates"": [-1.684182217146941, 48.1226157471858], ""type"": ""Point""}";accident.2735;2735;609;Sécurité publique 0035238 00042;2014-01-20;16:15;Lundi;35238;En X;ST MALO/COËTLOGON;;Rue de Saint-Malo;0;;Rue de Coëtlogon;0;VL;motocyclette >50 et <=125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.0742800037169,-1.7126199662146195;"{""coordinates"": [-1.71261996621462, 48.0742800037169], ""type"": ""Point""}";accident.2751;2751;1764;Sécurité publique 0035238 00179;2016-05-05;18:20;Jeudi;35281;Giratoire;00, DODIN (AVENUE ROGER);;;0;0025+0605;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;2016-01-01
48.107401972213275,-1.6804023144393174;"{""coordinates"": [-1.680402314439317, 48.107401972213275], ""type"": ""Point""}";accident.2739;2739;308;Sécurité publique 0035238 00295;2015-07-11;11:20;Samedi;35238;En X;LIBERTÉ/TRONJOLLY;;Boulevard de la Liberté;0;;Rue Tronjolly;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2015-01-01
48.10773002617293,-1.776589956773475;"{""coordinates"": [-1.776589956773475, 48.10773002617293], ""type"": ""Point""}";accident.2772;2772;1469;Gendarmerie Nationale 0000683 02787;2013-12-03;19:45;Mardi;35240;hors intersection;;0003+0300;;0;;;0;VU seul 1,5T < PTAC <=3,5T;VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;2;0;2013-01-01
48.11184501310643,-1.6464021801446742;"{""coordinates"": [-1.646402180144674, 48.11184501310643], ""type"": ""Point""}";accident.2780;2780;3010;Sécurité publique 0035238 00377;2017-09-13;14:15;Mercredi;35238;Giratoire;00, CHATEAU (AVENUE FRAN;;;0;;;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2017-01-01
48.12060872354075,-1.6818158480630554;"{""coordinates"": [-1.681815848063055, 48.12060872354075], ""type"": ""Point""}";accident.2786;2786;736;Sécurité publique 0035238 00141;2013-03-31;21:10;Dimanche;35238;En X;ST MALOL/CHÉZY;;Rue de Saint-Malo;0;;Boulevard de Chézy;0;Scooter <= 50 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2013-01-01
48.12683548498623,-1.687996690772152;"{""coordinates"": [-1.687996690772152, 48.12683548498623], ""type"": ""Point""}";accident.2788;2788;3518;Sécurité publique 0035238 00207;2018-05-14;11:20;Lundi;35238;Autre;TILLON (AVENUE CHARLES);;;0;;;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2018-01-01
48.103967941032224,-1.6346084347489134;"{""coordinates"": [-1.634608434748913, 48.103967941032224], ""type"": ""Point""}";accident.2774;2774;2955;Sécurité publique 0035238 00288;2017-06-23;09:08;Vendredi;35238;En T;00, PAVIE (AUGUSTE);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.084506032225356,-1.6433038688387809;"{""coordinates"": [-1.643303868838781, 48.084506032225356], ""type"": ""Point""}";accident.2804;2804;844;Sécurité publique 0035238 00605;2013-12-27;10:10;Vendredi;35238;Giratoire;PORTE DU BLOSNE;;Rue de Vern;0;;Rond-point;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2013-01-01
48.088400201233775,-1.6607903107155177;"{""coordinates"": [-1.660790310715518, 48.088400201233775], ""type"": ""Point""}";accident.2798;2798;37;Sécurité publique 0035238 00348;2014-07-09;12:15;Mercredi;35238;Giratoire;YOUGOSLAVIE/PAYS BAS;;Boulevard de Yougoslavie;37;;Avenue des Pays Bas;37;VU seul 1,5T < PTAC <=3,5T;Scooter <= 50 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.11506393411958,-1.6658501146313338;"{""coordinates"": [-1.665850114631334, 48.11506393411958], ""type"": ""Point""}";accident.2800;2800;2395;Sécurité publique 0035238 00343;2012-07-11;19:45;Mercredi;35238;En X;PALESTINE/D.ANNE;;RUE DE LA PALESTINE;0;;BOULEVARD DE LA DUCHESSE ANNE;0;VL;cyclomoteur;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2012-01-01
48.12686996647059,-1.5743100237433474;"{""coordinates"": [-1.574310023743347, 48.12686996647059], ""type"": ""Point""}";accident.2810;2810;3878;Sécurité publique 0035238 00187;2018-04-19;23:25;Jeudi;35051;hors intersection;EST (ROCADE);;;0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2018-01-01
48.12832432576912,-1.6422770612896878;"{""coordinates"": [-1.642277061289688, 48.12832432576912], ""type"": ""Point""}";accident.2821;2821;858;Sécurité publique 0035238 00084;2013-02-22;16:30;Vendredi;35238;En T;GALLET/X.GRALL;;Avenue du Gallet;0;;Rue Xavier Grall;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2013-01-01
48.06738003448786,-1.7144300088514408;"{""coordinates"": [-1.714430008851441, 48.06738003448786], ""type"": ""Point""}";accident.2825;2825;1738;Sécurité publique 0035238 00103;2013-03-12;13:50;Mardi;35281;En T;RD 177;0026+0289;RD 177;0;0000+0001;POTTIER (RUE EUGENE);0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2013-01-01
48.121279955360606,-1.6301600192245147;"{""coordinates"": [-1.630160019224515, 48.121279955360606], ""type"": ""Point""}";accident.2831;2831;1182;Sécurité publique 0035238 00230;2015-09-06;18:30;Dimanche;35051;En T;00, CHATAIGNERAIE (RUE D;0001+0407;TOURAUDAIS (AVENUE DE LA);00;;CHATAIGNERAIE (RUE DE LA);00;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2015-01-01
48.11009709716097,-1.6597171104142536;"{""coordinates"": [-1.659717110414254, 48.11009709716097], ""type"": ""Point""}";accident.2870;2870;185;Sécurité publique 0035238 00416;2015-10-15;07:50;Jeudi;35238;En X;BOBY/A.BRIAND;;Passage de la Chapelle Boby;0;;Avenue Aristide Briand;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2015-01-01
48.0968577114281,-1.6353148845715784;"{""coordinates"": [-1.635314884571578, 48.0968577114281], ""type"": ""Point""}";accident.2877;2877;3538;Sécurité publique 0035238 00225;2018-05-29;17:09;Mardi;35238;Giratoire;BIGNON (DU);;;0;;;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2018-01-01
48.12750425840871,-1.6848202770224585;"{""coordinates"": [-1.684820277022459, 48.12750425840871], ""type"": ""Point""}";accident.2888;2888;2186;Sécurité publique 0035238 00116;2016-03-20;16:45;Dimanche;35238;En T;TROIS CROIX/HUÉROU;;Boulevard des Trois Croix;0;;Rue Le Huérou;0;VL;;;;;;Conducteur;Passager;;;;;;;0;0;1;2016-01-01
48.125375374554004,-1.6528824151345383;"{""coordinates"": [-1.652882415134538, 48.125375374554004], ""type"": ""Point""}";accident.2894;2894;630;Sécurité publique 0035238 00353;2014-07-10;19:45;Jeudi;35238;En X;S.MICHEL/R.POINCARÉ;0000+0000;Rue Sophie Michel;0;0000+0000;Boulevard Raymond Poincaré;0;VL;Autobus;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2014-01-01
48.138557457813185,-1.6582878792089757;"{""coordinates"": [-1.658287879208976, 48.138557457813185], ""type"": ""Point""}";accident.2902;2902;3081;Sécurité publique 0035238 00454;2017-11-07;18:26;Mardi;35238;hors intersection;00, SAINT-LAURENT (DE);;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2017-01-01
48.13979667485866,-1.6865773127037733;"{""coordinates"": [-1.686577312703773, 48.13979667485866], ""type"": ""Point""}";accident.2912;2912;3789;Sécurité publique 0035238 00427;2018-10-20;13:00;Samedi;35278;Giratoire;GROS MALHON (AVENUE);;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2018-01-01
48.10118003677315,-1.6092699957003587;"{""coordinates"": [-1.609269995700359, 48.10118003677315], ""type"": ""Point""}";accident.2913;2913;3236;Sécurité publique 0035238 00224;2017-05-19;17:10;Vendredi;35051;Giratoire;00, MORAND (ROUTE DU CHE;;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.08045546623074,-1.6968108049705508;"{""coordinates"": [-1.696810804970551, 48.08045546623074], ""type"": ""Point""}";accident.2915;2915;2339;Sécurité publique 0035238 00656;2012-12-31;08:00;Lundi;35238;à plus de 4 branches;PORTE DE BREQUIGNY;;ROCADE SUD;0;;PORTE DE BREQUIGNY;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.083657394450704,-1.6751483579038844;"{""coordinates"": [-1.675148357903884, 48.083657394450704], ""type"": ""Point""}";accident.2948;2948;787;Sécurité publique 0035238 00177;2013-04-26;22:55;Vendredi;35238;En X;H.FRÉVILLE/UKRAINE;;Avenue Henri Fréville;0;;Allée d'Ukraine;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;2013-01-01
48.173899990392876,-1.7164499315495547;"{""coordinates"": [-1.716449931549555, 48.173899990392876], ""type"": ""Point""}";accident.2971;2971;1541;Sécurité publique 0035238 00155;2012-03-30;21:35;Vendredi;35278;Autre;00, PORTE DE ST MALO;0055+0700;PORTE DE ST MALO;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Conducteur;Passager;Passager;;;;0;3;2;2012-01-01
48.17821004032853,-1.6390599584618466;"{""coordinates"": [-1.639059958461847, 48.17821004032853], ""type"": ""Point""}";accident.2998;2998;1095;Gendarmerie Nationale 0015627 02245;2013-07-25;22:45;Jeudi;35024;hors intersection;RUE DE RENNES;0039+0841;;0;;;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;2013-01-01
48.09398447356896,-1.6905924342007141;"{""coordinates"": [-1.690592434200714, 48.09398447356896], ""type"": ""Point""}";accident.2989;2989;3174;Sécurité publique 0035238 00366;2017-09-02;18:53;Samedi;35238;hors intersection;262, NANTES (DE);;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2017-01-01
48.09519523916716,-1.7328238105751945;"{""coordinates"": [-1.732823810575195, 48.09519523916716], ""type"": ""Point""}";accident.2990;2990;445;Sécurité publique 0035238 00335;2014-07-02;19:20;Mercredi;35238;hors intersection;CHEMIN DE LA PRÉVALAYE;;Chemin de la Prévalaye;0;;;0;VL;VL;;;;;Conducteur;Passager;Passager;Conducteur;;;;;0;0;2;2014-01-01
48.140050028045025,-1.6950600632580548;"{""coordinates"": [-1.695060063258055, 48.140050028045025], ""type"": ""Point""}";accident.2999;2999;1580;Sécurité publique 0035238 00551;2014-11-16;09:30;Dimanche;35278;hors intersection;ROCADE 13-14;0018+0600;ROCADE 13-14;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;1;3;2014-01-01
48.10989261746759,-1.657667403606856;"{""coordinates"": [-1.657667403606856, 48.10989261746759], ""type"": ""Point""}";accident.3008;3008;325;Sécurité publique 0035238 00371;2015-09-12;00:10;Samedi;35238;hors intersection;136, AVENUE MAGINOT;;Avenue Sergent Maginot;;;;;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;3;2015-01-01
48.097519686846574,-1.7061821914793254;"{""coordinates"": [-1.706182191479325, 48.097519686846574], ""type"": ""Point""}";accident.3017;3017;3492;Sécurité publique 0035238 00335;2018-09-05;19:30;Mercredi;35238;hors intersection;GUERINAIS (BD DE LA);;;0;;;0;Autobus;;;;;;Conducteur;Passager;Passager;Passager;;;;;0;0;3;2018-01-01
48.11653324417869,-1.8169940528262232;"{""coordinates"": [-1.816994052826223, 48.11653324417869], ""type"": ""Point""}";accident.3021;3021;2719;Gendarmerie Nationale 0010048 06675;2017-12-22;19:20;Vendredi;35131;En X;LIEU DIT LE PETIT CLOS;;;0;;;0;VL;VL;VL;;;;Conducteur;Passager;Conducteur;Conducteur;;;;;0;0;2;2017-01-01
48.077847010996344,-1.6745759522762957;"{""coordinates"": [-1.674575952276296, 48.077847010996344], ""type"": ""Point""}";accident.3023;3023;978;Sécurité publique 0035238 00492;2013-11-03;18:40;Dimanche;35238;à plus de 4 branches;PORTE DE NANTES;;Porte de Nantes;0;;Rocade Sud;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;2013-01-01
48.12781529171526,-1.6505720545755234;"{""coordinates"": [-1.650572054575523, 48.12781529171526], ""type"": ""Point""}";accident.3027;3027;1929;Sécurité publique 0035238 00300;2016-07-12;10:40;Mardi;35238;hors intersection;244, RUE DE FOUGÈRES;;Rue de Fougères;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2016-01-01
48.18106996369825,-1.6365199468521385;"{""coordinates"": [-1.636519946852139, 48.18106996369825], ""type"": ""Point""}";accident.3019;3019;1109;Gendarmerie Nationale 0015627 02436;2016-11-15;08:05;Mardi;35024;hors intersection;AVENUE D'ARMORIQUE;;;0;;;0;Scooter <= 50 cm3;VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2016-01-01
48.16071996429911,-1.8510499398258566;"{""coordinates"": [-1.851049939825857, 48.16071996429911], ""type"": ""Point""}";accident.3056;3056;1461;Gendarmerie Nationale 0010048 01669;2016-07-16;05:15;Samedi;35210;hors intersection;;0074+0500;;0;;;0;VL;;;;;;Conducteur;Passager;Passager;;;;;;0;3;0;2016-01-01
48.112030538895915,-1.7023526218593894;"{""coordinates"": [-1.702352621859389, 48.112030538895915], ""type"": ""Point""}";accident.3071;3071;2933;Sécurité publique 0035238 00257;2017-06-04;14:12;Dimanche;35238;En X;00, SAINT-BRIEUC (DE);;;0;;;0;cyclomoteur;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.09987992946162,-1.672162775890049;"{""coordinates"": [-1.672162775890049, 48.09987992946162], ""type"": ""Point""}";accident.3070;3070;2328;Sécurité publique 0035238 00238;2012-05-17;02:45;Jeudi;35238;En X;GINGUENÉ/CHÂTILLON;;RUE GINGUENE;0;;RUE DE CHATILLON;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2012-01-01
48.08702998933817,-1.707369932065396;"{""coordinates"": [-1.707369932065396, 48.08702998933817], ""type"": ""Point""}";accident.3075;3075;1759;Sécurité publique 0035238 00041;2012-01-26;18:45;Jeudi;35281;Giratoire;2, BENOIT (RUE FREDERIC);;BENOIT (RUE FREDERIC);2;;DODIN (AVENUE ROGER);2;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2012-01-01
48.099637622052505,-1.7111862995874603;"{""coordinates"": [-1.71118629958746, 48.099637622052505], ""type"": ""Point""}";accident.3074;3074;2302;Sécurité publique 0035238 00486;2012-10-08;15:20;Lundi;35238;En X;BROGLIE/GUÉRINAIS;;SQUARE LOUIS ET MAURICE DE BROGLIE;0;;BOULEVARD DE LA GUERINAIS;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2012-01-01
48.136669978626976,-1.6922199955800188;"{""coordinates"": [-1.692219995580019, 48.136669978626976], ""type"": ""Point""}";accident.3094;3094;1592;Sécurité publique 0035238 00247;2014-05-19;12:15;Lundi;35278;Giratoire;ROUTE DE SAINT-MALO;;ROUTE DE SAINT-MALO;0;;CHESNAIS BEAUREGARD (RUE DU);0;Tracteur routier + semi-remorque;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.11210998897018,-1.5870499880237858;"{""coordinates"": [-1.587049988023786, 48.11210998897018], ""type"": ""Point""}";accident.3112;3112;1179;Sécurité publique 0035238 00525;2014-10-31;12:15;Vendredi;35051;hors intersection;00, RIGOURDIERE (RUE DE;;RIGOURDIERE (RUE DE LA);0;;;0;motocyclette > 125 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.137300038370064,-1.702860007135437;"{""coordinates"": [-1.702860007135437, 48.137300038370064], ""type"": ""Point""}";accident.3137;3137;3251;Sécurité publique 0035238 00076;2017-02-05;14:00;Dimanche;35238;hors intersection;ROCADE 17-1;;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2017-01-01
48.083256682874044,-1.64545608044027;"{""coordinates"": [-1.64545608044027, 48.083256682874044], ""type"": ""Point""}";accident.3149;3149;3162;Sécurité publique 0035238 00027;2017-12-30;13:05;Samedi;35238;hors intersection;ROCADE 6-7;;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2017-01-01
48.09623997891831,-1.759779969446251;"{""coordinates"": [-1.759779969446251, 48.09623997891831], ""type"": ""Point""}";accident.3151;3151;1478;Gendarmerie Nationale 0000683 00162;2016-01-19;17:45;Mardi;35240;hors intersection;;0005+0500;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.12902486256861,-1.6453643249788306;"{""coordinates"": [-1.645364324978831, 48.12902486256861], ""type"": ""Point""}";accident.3147;3147;2416;Sécurité publique 0035238 00366;2012-07-28;05:20;Samedi;35238;hors intersection;278, RUE DE FOUGÈRES;;RUE DE FOUGERES;0;;;0;cyclomoteur;;;;;;Conducteur;Passager;;;;;;;0;0;2;2012-01-01
48.08623997012561,-1.699940008866943;"{""coordinates"": [-1.699940008866943, 48.08623997012561], ""type"": ""Point""}";accident.3159;3159;1781;Sécurité publique 0035238 00352;2015-11-30;09:45;Lundi;35281;hors intersection;00, PORTE DE ST NAZAIRE;0011+0400;PORTE DE ST NAZAIRE;;;;;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2015-01-01
48.10929996175372,-1.5054499595250017;"{""coordinates"": [-1.505449959525002, 48.10929996175372], ""type"": ""Point""}";accident.3166;3166;1125;Gendarmerie Nationale 0000723 02652;2015-09-04;11:15;Vendredi;35039;hors intersection;LA TURBANIÈRE;;;;;;;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2015-01-01
48.138548491268494,-1.6585714002875729;"{""coordinates"": [-1.658571400287573, 48.138548491268494], ""type"": ""Point""}";accident.3192;3192;2130;Sécurité publique 0035238 00159;2016-04-21;07:30;Jeudi;35238;à plus de 4 branches;PATTON/ST LAURENT;;Avenue Général George S. Patton;0;;Rue de Saint-Laurent;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.10733281018884,-1.6931521240372445;"{""coordinates"": [-1.693152124037244, 48.10733281018884], ""type"": ""Point""}";accident.3174;3174;3602;Sécurité publique 0035238 00364;2018-09-21;03:00;Vendredi;35238;hors intersection;QUAI DE LA PRÉVALAYE;;;0;;;0;Bicyclette;VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;;;;;;;;0;0;1;2018-01-01
48.10482418967628,-1.6661438188046658;"{""coordinates"": [-1.666143818804666, 48.10482418967628], ""type"": ""Point""}";accident.3197;3197;2463;Sécurité publique 0035238 00027;2012-01-21;18:50;Samedi;35238;En Y;SOLFERINO/LAËNNEC;;Boulevard Solférino;0;;Boulevard René Théophile Hyacinthe Laënn;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2012-01-01
48.10805430500466,-1.7006508452127886;"{""coordinates"": [-1.700650845212789, 48.10805430500466], ""type"": ""Point""}";accident.3198;3198;595;Sécurité publique 0035238 00336;2014-07-03;08:30;Jeudi;35238;En T;LORIENT/MARCEAU;;Rue de Lorient;0;;Rue Marceau;0;motocyclette > 125 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.18472002136664,-1.6938200192795376;"{""coordinates"": [-1.693820019279538, 48.18472002136664], ""type"": ""Point""}";accident.3216;3216;1115;Gendarmerie Nationale 0015627 02668;2015-12-14;13:30;Lundi;35024;En X;;0036+0270;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2015-01-01
48.122020001536484,-1.73501003117947;"{""coordinates"": [-1.73501003117947, 48.122020001536484], ""type"": ""Point""}";accident.3199;3199;3199;Gendarmerie Nationale 0010048 04899;2017-07-18;17:20;Mardi;35353;En T;RUE DE PONT-LAGOT;;;0;;;0;motocyclette > 125 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2017-01-01
48.11627062981953,-1.7138811313385593;"{""coordinates"": [-1.713881131338559, 48.11627062981953], ""type"": ""Point""}";accident.3206;3206;2978;Sécurité publique 0035238 00313;2017-07-06;12:20;Jeudi;35238;En T;00, MAILLARD DE LA GOURN;;;0;;;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
